label,label_folder,contract_id,sol_path,meta_path,out_csv,num_blocks,num_vuln_lines_in_metadata
Re-entrancy,Re-entrancy,18,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_18.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_18.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_18_blocks.csv,135,42
Re-entrancy,Re-entrancy,19,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_19.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_19.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_19_blocks.csv,98,28
Re-entrancy,Re-entrancy,20,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_20.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_20.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_20_blocks.csv,87,31
Re-entrancy,Re-entrancy,21,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_21.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_21.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_21_blocks.csv,87,27
Re-entrancy,Re-entrancy,22,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_22.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_22.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_22_blocks.csv,105,36
Re-entrancy,Re-entrancy,23,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_23.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_23.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_23_blocks.csv,99,26
Re-entrancy,Re-entrancy,24,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_24.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_24.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_24_blocks.csv,153,42
Re-entrancy,Re-entrancy,25,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_25.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_25.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_25_blocks.csv,63,21
Re-entrancy,Re-entrancy,26,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_26.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_26.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_26_blocks.csv,83,23
Re-entrancy,Re-entrancy,27,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_27.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_27.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_27_blocks.csv,142,42
Re-entrancy,Re-entrancy,28,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_28.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_28.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_28_blocks.csv,103,29
Re-entrancy,Re-entrancy,29,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_29.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_29.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_29_blocks.csv,61,19
Re-entrancy,Re-entrancy,30,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_30.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_30.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_30_blocks.csv,181,42
Re-entrancy,Re-entrancy,31,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_31.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_31.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_31_blocks.csv,51,15
Re-entrancy,Re-entrancy,32,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_32.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_32.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_32_blocks.csv,59,21
Re-entrancy,Re-entrancy,33,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_33.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_33.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_33_blocks.csv,77,25
Re-entrancy,Re-entrancy,34,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_34.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_34.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_34_blocks.csv,123,36
Re-entrancy,Re-entrancy,35,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_35.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_35.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_35_blocks.csv,121,34
Re-entrancy,Re-entrancy,36,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_36.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_36.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_36_blocks.csv,105,36
Re-entrancy,Re-entrancy,37,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_37.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_37.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_37_blocks.csv,95,34
Re-entrancy,Re-entrancy,38,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_38.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_38.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_38_blocks.csv,103,29
Re-entrancy,Re-entrancy,39,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_39.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_39.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_39_blocks.csv,29,11
Re-entrancy,Re-entrancy,40,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_40.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_40.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_40_blocks.csv,91,24
Re-entrancy,Re-entrancy,41,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_41.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_41.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_41_blocks.csv,51,17
Re-entrancy,Re-entrancy,42,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_42.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_42.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_42_blocks.csv,77,25
Re-entrancy,Re-entrancy,43,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_43.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_43.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_43_blocks.csv,101,29
Re-entrancy,Re-entrancy,44,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_44.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_44.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_44_blocks.csv,105,30
Re-entrancy,Re-entrancy,45,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_45.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_45.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_45_blocks.csv,75,28
Re-entrancy,Re-entrancy,46,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_46.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_46.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_46_blocks.csv,27,7
Re-entrancy,Re-entrancy,47,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_47.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_47.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_47_blocks.csv,111,40
Re-entrancy,Re-entrancy,48,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_48.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_48.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_48_blocks.csv,95,31
Re-entrancy,Re-entrancy,49,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_49.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_49.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_49_blocks.csv,29,11
Re-entrancy,Re-entrancy,50,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/buggy_50.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Re-entrancy/BugLog_50.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Re-entrancy/buggy_50_blocks.csv,83,25
TOD,TOD,1,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_1.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_1.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_1_blocks.csv,83,18
TOD,TOD,2,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_2.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_2.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_2_blocks.csv,97,20
TOD,TOD,3,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_3.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_3.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_3_blocks.csv,103,21
TOD,TOD,4,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_4.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_4.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_4_blocks.csv,83,18
TOD,TOD,5,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_5.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_5.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_5_blocks.csv,153,31
TOD,TOD,6,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_6.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_6.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_6_blocks.csv,157,30
TOD,TOD,7,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_7.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_7.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_7_blocks.csv,161,31
TOD,TOD,8,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_8.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_8.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_8_blocks.csv,153,31
TOD,TOD,9,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_9.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_9.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_9_blocks.csv,127,24
TOD,TOD,10,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_10.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_10.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_10_blocks.csv,41,8
TOD,TOD,11,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_11.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_11.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_11_blocks.csv,151,31
TOD,TOD,12,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_12.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_12.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_12_blocks.csv,195,35
TOD,TOD,13,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_13.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_13.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_13_blocks.csv,85,17
TOD,TOD,14,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_14.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_14.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_14_blocks.csv,127,22
TOD,TOD,15,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_15.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_15.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_15_blocks.csv,85,17
TOD,TOD,16,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_16.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_16.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_16_blocks.csv,206,40
TOD,TOD,17,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_17.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_17.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_17_blocks.csv,151,30
TOD,TOD,18,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_18.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_18.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_18_blocks.csv,209,39
TOD,TOD,19,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_19.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_19.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_19_blocks.csv,154,28
TOD,TOD,20,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_20.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_20.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_20_blocks.csv,149,31
TOD,TOD,21,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_21.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_21.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_21_blocks.csv,141,27
TOD,TOD,22,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_22.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_22.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_22_blocks.csv,177,36
TOD,TOD,23,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_23.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_23.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_23_blocks.csv,151,26
TOD,TOD,24,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_24.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_24.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_24_blocks.csv,229,40
TOD,TOD,25,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_25.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_25.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_25_blocks.csv,105,21
TOD,TOD,26,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_26.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_26.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_26_blocks.csv,129,22
TOD,TOD,27,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_27.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_27.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_27_blocks.csv,218,40
TOD,TOD,28,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_28.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_28.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_28_blocks.csv,161,29
TOD,TOD,29,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_29.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_29.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_29_blocks.csv,99,19
TOD,TOD,30,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_30.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_30.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_30_blocks.csv,257,40
TOD,TOD,31,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_31.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_31.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_31_blocks.csv,81,15
TOD,TOD,32,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_32.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_32.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_32_blocks.csv,101,21
TOD,TOD,33,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_33.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_33.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_33_blocks.csv,127,25
TOD,TOD,34,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_34.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_34.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_34_blocks.csv,195,36
TOD,TOD,35,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_35.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_35.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_35_blocks.csv,189,34
TOD,TOD,36,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_36.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_36.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_36_blocks.csv,177,36
TOD,TOD,37,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_37.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_37.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_37_blocks.csv,165,35
TOD,TOD,38,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_38.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_38.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_38_blocks.csv,161,29
TOD,TOD,39,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_39.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_39.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_39_blocks.csv,51,11
TOD,TOD,40,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/buggy_40.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/TOD/BugLog_40.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/TOD/buggy_40_blocks.csv,139,24
